SpID,Grupo taxonómico,Familia,Genero,Especie,Sinonimia,Habito,Origen,Estado de conservacion,Regiones_Biogeograficas,Elevacion_Minima,Elevacion_Maxima
5795,Rosidas,MELASTOMATACEAE,Conostegia,Conostegia montana,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Pacifico  Sierra Nevada de Santa Marta,0m,2000m
5796,Rosidas,MELASTOMATACEAE,Conostegia,Conostegia monteleagreana,,Arbusto,Nativa,No Evaluada,Andes  Pacifico,800m,1930m
5797,Rosidas,MELASTOMATACEAE,Conostegia,Conostegia polyandra,Miconia rupicola Gleason,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Pacifico,0m,1200m
5798,Rosidas,MELASTOMATACEAE,Conostegia,Conostegia rubiginosa,,Arbusto  Arbolito,Nativa,No Evaluada,Pacifico,0m,90m
5799,Rosidas,MELASTOMATACEAE,Conostegia,Conostegia rufescens,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes  Pacifico,50m,250m
5800,Rosidas,MELASTOMATACEAE,Conostegia,Conostegia setosa,,Arbusto  Arbolito,Nativa,No Evaluada,Andes  Pacifico,0m,800m
5801,Rosidas,MELASTOMATACEAE,Conostegia,Conostegia speciosa,,Arbusto  Arbolito,Nativa,No Evaluada,Llanura del Caribe  Pacifico,60m,120m
5802,Rosidas,MELASTOMATACEAE,Conostegia,Conostegia subcrustulata,,Arbusto  Arbolito,Nativa,No Evaluada,Pacifico,10m,500m
5803,Rosidas,MELASTOMATACEAE,Conostegia,Conostegia superba,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes,1350m,1900m
5804,Rosidas,MELASTOMATACEAE,Conostegia,Conostegia tenuifolia,,Arbusto  Arbolito,Nativa,No Evaluada,Andes  Valle del Magdalena,30m,1400m
5805,Rosidas,MELASTOMATACEAE,Conostegia,Conostegia xalapensis,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Sierra Nevada de Santa Marta,0m,1400m
5806,Rosidas,MELASTOMATACEAE,Desmoscelis,Desmoscelis villosa,,Hierba  Subarbusto  Arbusto,Nativa,No Evaluada,Amazonia  Andes  Guayana y Serrania de La Macarena  Orinoquia,65m,2250m
5807,Rosidas,MELASTOMATACEAE,Ernestia,Ernestia adenotricha,,Arbusto,Nativa,No Evaluada,Andes  Valle del Magdalena,825m,1600m
5808,Rosidas,MELASTOMATACEAE,Ernestia,Ernestia ovata,,Hierba  Arbusto,Nativa,No Evaluada,Andes  Valle del Magdalena,800m,1780m
5809,Rosidas,MELASTOMATACEAE,Ernestia,Ernestia tenella,,Subarbusto  Arbusto,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena,120m,800m
5810,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda anomala,Calyptrella littoralis Gleason,Arbusto  Trepadora  Liana  Hemiepifita,Nativa,No Evaluada,Pacifico,0m,600m
5811,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda caryophyllea,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Guayana y Serrania de La Macarena,100m,440m
5812,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda colombiana,,Ìrbol,Nativa,No Evaluada,Amazonia  Andes,250m,700m
5813,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda conostegioides,,Ìrbol,Nativa,No Evaluada,Amazonia  Andes  Valle del Cauca  Valle del Magdalena,300m,1700m
5814,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda cucullata,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Pacifico  Valle del Cauca,50m,1900m
5815,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda emarginata,,Arbolito  Ìrbol,Nativa,No Evaluada,Andes,1800m,2800m
5816,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda fantastica,,Ìrbol,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena,250m,760m
5817,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda galeottii,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Guayana y Serrania de La Macarena,200m,1650m
5818,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda gracilis,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Amazonia  Andes  Guayana y Serrania de La Macarena  Orinoquia  Valle del Cauca  Valle del Magdalena,150m,1350m
5819,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda grandifolia,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Valle del Cauca  Valle del Magdalena,400m,1600m
5820,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda harlingii,,Arbusto,Nativa,No Evaluada,Andes,1800m,2200m
5821,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda intermedia,,Arbolito,Nativa,No Evaluada,Andes,650m,1500m
5822,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda limbata,,Arbolito,Nativa,No Evaluada,Amazonia,100m,200m
5823,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda maklenkensis,,Ìrbol,Nativa,No Evaluada,Andes,1900m,2000m
5824,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda miconioides,,Arbolito  Ìrbol,Nativa,No Evaluada,Amazonia,250m,400m
5825,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda micrantha,Calyptrella micrantha Gleason,Arbusto,Nativa,No Evaluada,Andes,1900m,2090m
5826,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda polymera,,Arbusto,Nativa,No Evaluada,Guayana y Serrania de La Macarena,350m,350m
5827,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda rotundifolia,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Guayana y Serrania de La Macarena  Orinoquia,90m,150m
5828,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda rupestris,,Ìrbol,Nativa,No Evaluada,Guayana y Serrania de La Macarena,110m,800m
5829,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda santamartensis,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes  Guayana y Serrania de La Macarena  Sierra Nevada de Santa Marta,1500m,2200m
5830,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda scandens,Ptilanthus scandens Gleason,Ìrbol  Liana,Nativa,No Evaluada,Pacifico,5m,50m
5831,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda tamana,,Arbusto  Arbolito,Nativa,No Evaluada,Andes,2300m,3200m
5832,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda uribei,,Arbusto,Nativa,No Evaluada,Andes,1800m,2700m
5833,Rosidas,MELASTOMATACEAE,Graffenrieda,Graffenrieda weddellii,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Guayana y Serrania de La Macarena,180m,1500m
5834,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea boliviensis,Henriettella boliviensis Cogn.,Arbolito,Nativa,No Evaluada,Valle del Magdalena,70m,70m
5835,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea cuneata,Henriettella cuneata (Standl.) Gleason,Hierba  Arbusto,Nativa,No Evaluada,Pacifico  Valle del Cauca,0m,300m
5836,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea fascicularis,Henriettella fascicularis (Sw.) C.Wright  Henriettella sylvestris Gleason,Ìrbol,Nativa,No Evaluada,Amazonia  Andes  Guayana y Serrania de La Macarena  Orinoquia  Pacifico  Sierra Nevada de Santa Marta  Valle del Cauca  Valle del Magdalena,10m,1400m
5837,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea fissanthera,Henriettella fissanthera Gleason,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Guayana y Serrania de La Macarena  Pacifico  Valle del Cauca  Valle del Magdalena,0m,1900m
5838,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea goudotiana,Henriettella goudotiana Naudin,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Orinoquia  Valle del Cauca  Valle del Magdalena,171m,1550m
5839,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea granulata,,Arbusto  Arbolito,Nativa,No Evaluada,Amazonia,160m,250m
5840,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea horridula,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Amazonia,65m,200m
5841,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea lasiostylis,,Arbolito,Nativa,No Evaluada,Amazonia,100m,100m
5842,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea lawrancei,Henriettella lawrancei Gleason,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Valle del Magdalena,820m,1960m
5843,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea maguirei,Henriettella maguirei Wurdack,Ìrbol,Nativa,No Evaluada,Andes  Pacifico,50m,3200m
5844,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea maroniensis,,Arbusto  Arbolito,Nativa,No Evaluada,Amazonia,250m,250m
5845,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea martiusii,,Arbusto  Arbolito,Nativa,No Evaluada,Guayana y Serrania de La Macarena,90m,100m
5846,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea mucronata,,Arbusto  Arbolito,Nativa,No Evaluada,Orinoquia,90m,90m
5847,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea odorata,Henriettella odorata Markgr.,Arbusto  Arbolito,Nativa,No Evaluada,Andes,1500m,2800m
5848,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea ovata,Henriettella ovata Cogn.,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Guayana y Serrania de La Macarena  Orinoquia,100m,700m
5849,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea ramiflora,Henriettea surinamensis Miq.  Henriettea trinervia Naudin  Henriettella ramiflora (Sw.) Naudin  Melastoma ramiflorum Sw.,Ìrbol,Nativa,No Evaluada,Llanura del Caribe,330m,330m
5850,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea rimosa,Henriettella rimosa Wurdack,Arbusto  Arbolito,Nativa,No Evaluada,Orinoquia,280m,280m
5851,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea seemannii,Henriettella hispidula Cogn.  Henriettella seemannii Naudin,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Amazonia  Andes  Llanura del Caribe  Valle del Cauca  Valle del Magdalena,350m,1900m
5852,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea spruceana,,Arbolito  Ìrbol,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena,200m,200m
5853,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea stellaris,,Arbolito  Ìrbol  Trepadora,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena,100m,250m
5854,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea succosa,,Arbusto  Ìrbol,Nativa,No Evaluada,Sierra Nevada de Santa Marta,500m,1000m
5855,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea tovarensis,Henriettella tovarensis Cogn.,Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Sierra Nevada de Santa Marta,1245m,1800m
5856,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea trachyphylla,Henriettella trachyphylla Triana,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Guayana y Serrania de La Macarena  Sierra Nevada de Santa Marta,700m,3026m
5857,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea tuberculosa,Henriettella tuberculosa Donn.Sm.,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Guayana y Serrania de La Macarena  Orinoquia  Pacifico  Valle del Cauca,3m,1500m
5858,Rosidas,MELASTOMATACEAE,Henriettea,Henriettea verrucosa,Henriettella verrucosa Triana,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Pacifico,0m,1950m
5859,Rosidas,MELASTOMATACEAE,Heterocentron,Heterocentron glandulosum,,Arbusto,Cultivada,No Evaluada,Andes,1500m,1500m
5860,Rosidas,MELASTOMATACEAE,Heterocentron,Heterocentron subtriplinervium,,Arbusto  Ìrbol,Cultivada,No Evaluada,Andes,1500m,1500m
5861,Rosidas,MELASTOMATACEAE,Killipia,Killipia imbricata,Miconia imbricata Gleason,Ìrbol,Nativa,No Evaluada,Andes,3200m,3400m
5862,Rosidas,MELASTOMATACEAE,Killipia,Killipia latifolia,,Arbusto,Nativa,No Evaluada,Andes,2500m,2560m
5863,Rosidas,MELASTOMATACEAE,Killipia,Killipia pedunculata,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,1220m,2500m
5864,Rosidas,MELASTOMATACEAE,Killipia,Killipia quadrangularis,,Hierba  Arbusto  Ìrbol,Nativa,No Evaluada,Andes,1200m,2600m
5865,Rosidas,MELASTOMATACEAE,Killipia,Killipia verticalis,,Arbusto,Nativa,No Evaluada,Andes,2050m,3140m
5866,Rosidas,MELASTOMATACEAE,Kirkbridea,Kirkbridea pentamera,,Arbolito  Ìrbol,Nativa,No Evaluada,Sierra Nevada de Santa Marta,1650m,1750m
5867,Rosidas,MELASTOMATACEAE,Kirkbridea,Kirkbridea tetramera,,Arbusto  Arbolito,Nativa,No Evaluada,Sierra Nevada de Santa Marta,1600m,1800m
5868,Rosidas,MELASTOMATACEAE,Leandra,Leandra aristigera,,Hierba  Arbusto  Arbolito,Nativa,No Evaluada,Amazonia  Andes  Valle del Magdalena,100m,935m
5869,Rosidas,MELASTOMATACEAE,Leandra,Leandra barbinervis,,Arbusto,Nativa,No Evaluada,Andes,810m,910m
5870,Rosidas,MELASTOMATACEAE,Leandra,Leandra candelabrum,,Arbusto  Trepadora  Liana,Nativa,No Evaluada,Amazonia,100m,390m
5871,Rosidas,MELASTOMATACEAE,Leandra,Leandra caquetana,,Arbusto,Nativa,No Evaluada,Amazonia,300m,300m
5872,Rosidas,MELASTOMATACEAE,Leandra,Leandra caquetensis,,Arbusto,Nativa,No Evaluada,Amazonia  Andes,325m,800m
5873,Rosidas,MELASTOMATACEAE,Leandra,Leandra chaetodon,Ossaea trichopoda Gleason,Arbusto,Nativa,No Evaluada,Amazonia  Andes  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena,30m,1100m
5874,Rosidas,MELASTOMATACEAE,Leandra,Leandra clidemioides,Leandra hylophila Gleason  Platycentrum clidemioides Naudin,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Amazonia  Andes,325m,1300m
5875,Rosidas,MELASTOMATACEAE,Leandra,Leandra cuatrecasasii,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes  Valle del Cauca,875m,2930m
5876,Rosidas,MELASTOMATACEAE,Leandra,Leandra dichotoma,Leandra dichotoma var. villosissima Cogn.,Subarbusto  Arbusto,Nativa,No Evaluada,Andes  Pacifico  Valle del Cauca  Valle del Magdalena,0m,2000m
5877,Rosidas,MELASTOMATACEAE,Leandra,Leandra francavillana,,Arbusto,Nativa,No Evaluada,Amazonia,100m,250m
5878,Rosidas,MELASTOMATACEAE,Leandra,Leandra glandulifera,,Arbusto  Arbolito,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena,50m,200m
5879,Rosidas,MELASTOMATACEAE,Leandra,Leandra granatensis,Leandra strigosa Gleason,Hierba  Arbusto  Ìrbol,Nativa,No Evaluada,Andes  Pacifico  Valle del Cauca  Valle del Magdalena,0m,1000m
5880,Rosidas,MELASTOMATACEAE,Leandra,Leandra grandifolia,,Arbusto,Nativa,No Evaluada,Andes  Pacifico,280m,1510m
5881,Rosidas,MELASTOMATACEAE,Leandra,Leandra lasiopetala,,Arbusto,Nativa,No Evaluada,Andes,820m,820m
5882,Rosidas,MELASTOMATACEAE,Leandra,Leandra lehmannii,,Arbusto,Nativa,No Evaluada,Andes,2500m,3100m
5883,Rosidas,MELASTOMATACEAE,Leandra,Leandra lindeniana,Leandra fendleri Cogn.,Arbusto,Nativa,No Evaluada,Andes  Sierra Nevada de Santa Marta,1500m,2500m
5884,Rosidas,MELASTOMATACEAE,Leandra,Leandra longicoma,,Hierba  Subarbusto  Arbusto,Nativa,No Evaluada,Amazonia  Andes  Pacifico  Valle del Cauca  Valle del Magdalena,20m,1000m
5885,Rosidas,MELASTOMATACEAE,Leandra,Leandra macdanielii,,Hierba  Subarbusto  Arbusto,Nativa,No Evaluada,Amazonia  Andes,100m,720m
5886,Rosidas,MELASTOMATACEAE,Leandra,Leandra melanodesma,,Hierba  Arbusto  Arbolito,Nativa,No Evaluada,Andes,1100m,3900m
5887,Rosidas,MELASTOMATACEAE,Leandra,Leandra mexicana,,Hierba  Arbusto,Nativa,No Evaluada,Andes  Sierra Nevada de Santa Marta  Valle del Cauca  Valle del Magdalena,400m,1320m
5888,Rosidas,MELASTOMATACEAE,Leandra,Leandra nervosa,Clidemia nervosa Naudin,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,1000m,3150m
5889,Rosidas,MELASTOMATACEAE,Leandra,Leandra rhodopogon,,Arbusto,Nativa,No Evaluada,Amazonia  Orinoquia,100m,280m
5890,Rosidas,MELASTOMATACEAE,Leandra,Leandra secunda,,Hierba  Subarbusto  Arbusto,Nativa,No Evaluada,Amazonia  Andes  Orinoquia,100m,1650m
5891,Rosidas,MELASTOMATACEAE,Leandra,Leandra solenifera,,Hierba  Arbusto,Nativa,No Evaluada,Amazonia  Andes  Guayana y Serrania de La Macarena  Valle del Magdalena,30m,1350m
5892,Rosidas,MELASTOMATACEAE,Leandra,Leandra subseriata,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes,1300m,2910m
5893,Rosidas,MELASTOMATACEAE,Macairea,Macairea axilliflora,,Arbusto,Nativa,No Evaluada,Guayana y Serrania de La Macarena,120m,120m
5894,Rosidas,MELASTOMATACEAE,Macairea,Macairea lanata,,Arbusto,Nativa,No Evaluada,Guayana y Serrania de La Macarena,75m,130m
5895,Rosidas,MELASTOMATACEAE,Macairea,Macairea maroana,,Arbusto,Nativa,No Evaluada,Guayana y Serrania de La Macarena,100m,100m
5896,Rosidas,MELASTOMATACEAE,Macairea,Macairea rufescens,,Arbusto  Arbolito,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena,80m,120m
5897,Rosidas,MELASTOMATACEAE,Macairea,Macairea spruceana,,Arbusto,Nativa,No Evaluada,Guayana y Serrania de La Macarena,100m,100m
5898,Rosidas,MELASTOMATACEAE,Macairea,Macairea stylosa,,Arbusto,Nativa,No Evaluada,Guayana y Serrania de La Macarena,80m,150m
5899,Rosidas,MELASTOMATACEAE,Macairea,Macairea sulcata,,Arbusto  Arbolito,Nativa,No Evaluada,Guayana y Serrania de La Macarena,243m,400m
5900,Rosidas,MELASTOMATACEAE,Macairea,Macairea thyrsiflora,Macairea schultesii Wurdack,Hierba  Arbusto  Ìrbol,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena,80m,660m
5901,Rosidas,MELASTOMATACEAE,Maieta,Maieta guianensis,,Hierba  Subarbusto  Arbusto,Nativa,No Evaluada,Amazonia  Valle del Magdalena,80m,890m
5902,Rosidas,MELASTOMATACEAE,Maieta,Maieta poeppigii,,Subarbusto  Arbusto,Nativa,No Evaluada,Amazonia  Valle del Cauca,100m,700m
5903,Rosidas,MELASTOMATACEAE,Marcetia,Marcetia taxifolia,,Arbusto,Nativa,No Evaluada,Andes,2000m,2000m
5904,Rosidas,MELASTOMATACEAE,Meriania,Meriania acostae,,Ìrbol,Nativa,No Evaluada,Andes,1700m,1900m
5905,Rosidas,MELASTOMATACEAE,Meriania,Meriania aguaditensis,,Ìrbol,Nativa,Vulnerable,Andes,1300m,3150m
5906,Rosidas,MELASTOMATACEAE,Meriania,Meriania albertiae,,Ìrbol,Nativa,No Evaluada,Andes,1300m,1850m
5907,Rosidas,MELASTOMATACEAE,Meriania,Meriania antioquiensis,,Ìrbol,Nativa,No Evaluada,Andes,2440m,2650m
5908,Rosidas,MELASTOMATACEAE,Meriania,Meriania arborea,,Ìrbol,Nativa,No Evaluada,Andes,2400m,3000m
5909,Rosidas,MELASTOMATACEAE,Meriania,Meriania arizae,,Ìrbol,Nativa,Vulnerable,Andes,1700m,2200m
5910,Rosidas,MELASTOMATACEAE,Meriania,Meriania barbosae,,Ìrbol,Nativa,En Peligro,Andes,1570m,2000m
5911,Rosidas,MELASTOMATACEAE,Meriania,Meriania brachycera,Calyptraria brachycera Naudin  Centronia brachycera (Naudin) Triana  Centronia dichromantha L.Uribe  Centronia eximia (Naudin) Triana  Centronia pulchra Cogn.,Arbolito  Ìrbol,Nativa,No Evaluada,Andes,2000m,3350m
5912,Rosidas,MELASTOMATACEAE,Meriania,Meriania candollei,,Ìrbol,Nativa,No Evaluada,Andes  Sierra Nevada de Santa Marta,1800m,2350m
5913,Rosidas,MELASTOMATACEAE,Meriania,Meriania colombiana,,Ìrbol,Nativa,No Evaluada,Andes,2500m,2700m
5914,Rosidas,MELASTOMATACEAE,Meriania,Meriania cordifolia,,Arbolito,Nativa,No Evaluada,Andes,m,m
5915,Rosidas,MELASTOMATACEAE,Meriania,Meriania dimorphanthera,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes,2100m,2800m
5916,Rosidas,MELASTOMATACEAE,Meriania,Meriania drakei,,Arbusto,Nativa,No Evaluada,Andes,2200m,2400m
5917,Rosidas,MELASTOMATACEAE,Meriania,Meriania fantastica,,Ìrbol,Nativa,En Peligro,Andes,1500m,2400m
5918,Rosidas,MELASTOMATACEAE,Meriania,Meriania finicola,,Arbusto,Nativa,No Evaluada,Andes,2800m,2800m
5919,Rosidas,MELASTOMATACEAE,Meriania,Meriania grandidens,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Orinoquia  Sierra Nevada de Santa Marta,420m,3048m
5920,Rosidas,MELASTOMATACEAE,Meriania,Meriania haemantha,Calyptraria haemantha Planch. & Lindl.  Calyptraria insignis Naudin  Centronia haemantha (Planch. & Lindl.) Triana  Centronia insignis (Naudin) Triana,Arbusto  Ìrbol,Nativa,No Evaluada,Andes  Guayana y Serrania de La Macarena,1200m,3700m
5921,Rosidas,MELASTOMATACEAE,Meriania,Meriania heptamera,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,2400m,2900m
5922,Rosidas,MELASTOMATACEAE,Meriania,Meriania hernandoi,,Arbolito  Ìrbol,Nativa,No Evaluada,Andes,1900m,2500m
5923,Rosidas,MELASTOMATACEAE,Meriania,Meriania hexamera,,Arbolito  Ìrbol,Nativa,No Evaluada,Andes,1200m,2780m
5924,Rosidas,MELASTOMATACEAE,Meriania,Meriania hoyosii,Adelobotrys hoyosii Wurdack,Arbusto,Nativa,No Evaluada,Valle del Magdalena,325m,815m
5925,Rosidas,MELASTOMATACEAE,Meriania,Meriania huilensis,,Ìrbol,Nativa,No Evaluada,Andes,1450m,2500m
5926,Rosidas,MELASTOMATACEAE,Meriania,Meriania lindenii,,Ìrbol,Nativa,No Evaluada,Andes,1000m,1000m
5927,Rosidas,MELASTOMATACEAE,Meriania,Meriania longifolia,Meriania barbinervis (H.Karst.) Naudin,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Guayana y Serrania de La Macarena  Sierra Nevada de Santa Marta,600m,2700m
5928,Rosidas,MELASTOMATACEAE,Meriania,Meriania macrophylla,,Ìrbol,Nativa,No Evaluada,Andes,1330m,2500m
5929,Rosidas,MELASTOMATACEAE,Meriania,Meriania maxima,,Ìrbol,Nativa,No Evaluada,Andes,1600m,2600m
5930,Rosidas,MELASTOMATACEAE,Meriania,Meriania mexiae,,Arbusto  Trepadora  Liana,Nativa,No Evaluada,Andes,2100m,2300m
5931,Rosidas,MELASTOMATACEAE,Meriania,Meriania mutabilis,Centronia mutabilis Gleason,Arbusto  Ìrbol,Nativa,En Peligro,Andes,2400m,3200m
5932,Rosidas,MELASTOMATACEAE,Meriania,Meriania mutisii,Centronia mutisii (Bonpl.) Triana  Melastoma mutisii Bonpl.,Ìrbol,Nativa,En Peligro Critico,Andes,2700m,2900m
5933,Rosidas,MELASTOMATACEAE,Meriania,Meriania nobilis,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes,1800m,3192m
5934,Rosidas,MELASTOMATACEAE,Meriania,Meriania ornata,,Ìrbol,Nativa,No Evaluada,Guayana y Serrania de La Macarena,100m,100m
5935,Rosidas,MELASTOMATACEAE,Meriania,Meriania pallida,,Ìrbol,Nativa,No Evaluada,Andes,1250m,1400m
5936,Rosidas,MELASTOMATACEAE,Meriania,Meriania pastazana,,Ìrbol,Nativa,No Evaluada,Andes,1500m,2800m
5937,Rosidas,MELASTOMATACEAE,Meriania,Meriania peltata,,Ìrbol,Nativa,No Evaluada,Andes,1650m,2800m
5938,Rosidas,MELASTOMATACEAE,Meriania,Meriania phlomoides,Centronia phlomoides Triana,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes,1000m,2820m
5939,Rosidas,MELASTOMATACEAE,Meriania,Meriania quintuplinervis,,Subarbusto  Arbusto  Arbolito,Nativa,No Evaluada,Andes,1700m,3000m
5940,Rosidas,MELASTOMATACEAE,Meriania,Meriania sanguinea,,Arbusto,Nativa,No Evaluada,Andes,3000m,3000m
5941,Rosidas,MELASTOMATACEAE,Meriania,Meriania sararensis,,Arbusto,Nativa,En Peligro Critico,Andes,1200m,1300m
5942,Rosidas,MELASTOMATACEAE,Meriania,Meriania selvaflorensis,,Arbusto  Liana,Nativa,En Peligro Critico,Andes,1500m,1730m
5943,Rosidas,MELASTOMATACEAE,Meriania,Meriania silverstonei,,Ìrbol,Nativa,Vulnerable,Andes,1400m,2300m
5944,Rosidas,MELASTOMATACEAE,Meriania,Meriania speciosa,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Guayana y Serrania de La Macarena,1000m,2700m
5945,Rosidas,MELASTOMATACEAE,Meriania,Meriania splendens,,Arbolito  Ìrbol,Nativa,No Evaluada,Andes,2000m,3300m
5946,Rosidas,MELASTOMATACEAE,Meriania,Meriania steyermarkii,,Ìrbol,Nativa,No Evaluada,Andes,1500m,3600m
5947,Rosidas,MELASTOMATACEAE,Meriania,Meriania tolimana,,Arbolito  Ìrbol,Nativa,No Evaluada,Andes,2600m,2600m
5948,Rosidas,MELASTOMATACEAE,Meriania,Meriania tomentosa,Centronia excelsa (Bonpl.) Triana  Centronia tomentosa Cogn.,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes,1300m,3000m
5949,Rosidas,MELASTOMATACEAE,Meriania,Meriania trianae,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes  Guayana y Serrania de La Macarena,1800m,1800m
5950,Rosidas,MELASTOMATACEAE,Meriania,Meriania tuberculata,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes,1600m,2650m
5951,Rosidas,MELASTOMATACEAE,Meriania,Meriania umbellata,,Ìrbol,Nativa,No Evaluada,Andes,1800m,1800m
5952,Rosidas,MELASTOMATACEAE,Meriania,Meriania urceolata,,Arbusto,Nativa,No Evaluada,Guayana y Serrania de La Macarena,50m,810m
5953,Rosidas,MELASTOMATACEAE,Meriania,Meriania versicolor,,Ìrbol,Nativa,No Evaluada,Andes,2150m,2800m
5954,Rosidas,MELASTOMATACEAE,Meriania,Meriania yalconensis,,Ìrbol,Nativa,Vulnerable,Andes,2400m,2600m
5955,Rosidas,MELASTOMATACEAE,Miconia,Miconia abbreviata,,Subarbusto  Arbusto  Arbolito,Nativa,No Evaluada,Amazonia,150m,300m
