SpID,Grupo taxonómico,Familia,Genero,Especie,Sinonimia,Habito,Origen,Estado de conservacion,Regiones_Biogeograficas,Elevacion_Minima,Elevacion_Maxima
7369,Magnolidae,PIPERACEAE,Piper,Piper fuliginosum,,Arbusto,Nativa,No Evaluada,Andes,2540m,2540m
7370,Magnolidae,PIPERACEAE,Piper,Piper futuri,,Arbusto,Nativa,No Evaluada,Amazonia,230m,380m
7371,Magnolidae,PIPERACEAE,Piper,Piper gatunense,,Arbusto,Nativa,No Evaluada,Pacifico,150m,200m
7372,Magnolidae,PIPERACEAE,Piper,Piper glabrescens,,Arbusto,Nativa,No Evaluada,Amazonia  Pacifico,20m,300m
7373,Magnolidae,PIPERACEAE,Piper,Piper glanduligerum,,Arbusto,Nativa,No Evaluada,Andes  Valle del Magdalena,410m,2500m
7374,Magnolidae,PIPERACEAE,Piper,Piper gorgonillense,,Arbusto  Arbolito,Nativa,No Evaluada,Andes  Pacifico  Valle del Magdalena,0m,1810m
7375,Magnolidae,PIPERACEAE,Piper,Piper grande,,Arbusto  Arbolito,Nativa,Preocupacion Menor,Andes  Pacifico  Sierra Nevada de Santa Marta  Valle del Magdalena,10m,2140m
7376,Magnolidae,PIPERACEAE,Piper,Piper grantii,,Arbusto,Nativa,No Evaluada,Andes,2450m,2450m
7377,Magnolidae,PIPERACEAE,Piper,Piper griseolimbum,,Arbusto,Nativa,No Evaluada,Pacifico,5m,100m
7378,Magnolidae,PIPERACEAE,Piper,Piper guayranum,,Arbusto,Nativa,No Evaluada,Pacifico,20m,20m
7379,Magnolidae,PIPERACEAE,Piper,Piper guianense,Artanthe guianensis Klotzsch,Hierba  Arbusto,Nativa,No Evaluada,Amazonia,80m,115m
7380,Magnolidae,PIPERACEAE,Piper,Piper gutierrezii,,Arbusto,Nativa,No Evaluada,Pacifico,150m,150m
7381,Magnolidae,PIPERACEAE,Piper,Piper hartwegianum,Artanthe hartwegiana Benth.,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,1400m,2050m
7382,Magnolidae,PIPERACEAE,Piper,Piper hastularum,,Arbusto,Nativa,No Evaluada,Andes  Pacifico,50m,1180m
7383,Magnolidae,PIPERACEAE,Piper,Piper haughtii,,Hierba  Arbusto,Nativa,No Evaluada,Andes  Pacifico  Valle del Magdalena,50m,1450m
7384,Magnolidae,PIPERACEAE,Piper,Piper hermannii,,Arbusto,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena  Orinoquia,100m,150m
7385,Magnolidae,PIPERACEAE,Piper,Piper hermosanum,,Arbusto,Nativa,No Evaluada,Andes,1800m,1800m
7386,Magnolidae,PIPERACEAE,Piper,Piper heterophyllum,,Arbusto,Nativa,No Evaluada,Amazonia,120m,120m
7387,Magnolidae,PIPERACEAE,Piper,Piper heterotrichum,,Arbusto  Trepadora,Nativa,No Evaluada,Andes  Pacifico,40m,1850m
7388,Magnolidae,PIPERACEAE,Piper,Piper hirtellipetiolum,,Arbusto,Nativa,No Evaluada,Pacifico,100m,100m
7389,Magnolidae,PIPERACEAE,Piper,Piper hispidum,Piper rivialbi Trel. & Yunck.,Arbusto,Nativa,Preocupacion Menor,Amazonia  Andes  Guayana y Serrania de La Macarena  Pacifico  Valle del Magdalena,0m,1800m
7390,Magnolidae,PIPERACEAE,Piper,Piper hodgei,,Arbusto,Nativa,No Evaluada,Pacifico,80m,150m
7391,Magnolidae,PIPERACEAE,Piper,Piper holtii,,Arbusto,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena,100m,100m
7392,Magnolidae,PIPERACEAE,Piper,Piper holtonii,,Hierba  Subarbusto  Arbusto,Nativa,Preocupacion Menor,Andes  Pacifico  Valle del Cauca  Valle del Magdalena,420m,2700m
7393,Magnolidae,PIPERACEAE,Piper,Piper hondonadense,,Arbusto,Nativa,No Evaluada,Andes,2000m,2300m
7394,Magnolidae,PIPERACEAE,Piper,Piper hostmannianum,,Arbusto,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena,80m,400m
7395,Magnolidae,PIPERACEAE,Piper,Piper huilanum,,Arbusto,Nativa,No Evaluada,Andes,1600m,1900m
7396,Magnolidae,PIPERACEAE,Piper,Piper hylophilum,,Arbolito,Nativa,No Evaluada,Andes  Pacifico,300m,1250m
7397,Magnolidae,PIPERACEAE,Piper,Piper immutatum,Piper meraense Trel. & Yunck.,Arbusto,Nativa,No Evaluada,Amazonia  Andes  Pacifico,0m,1420m
7398,Magnolidae,PIPERACEAE,Piper,Piper imperiale,Artanthe imperialis Miq.  Piper miramarense Trel. & Yunck.  Piper obovatilimbum C.DC.  Piper pernodulosum Trel. & Yunck.,Arbusto,Nativa,No Evaluada,Andes  Pacifico,0m,1800m
7399,Magnolidae,PIPERACEAE,Piper,Piper inopinum,,Arbusto,Nativa,No Evaluada,Amazonia,250m,250m
7400,Magnolidae,PIPERACEAE,Piper,Piper insignilaminum,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,1450m,1700m
7401,Magnolidae,PIPERACEAE,Piper,Piper irazuanum,Piper pesaresanum C.DC.,Arbusto,Nativa,No Evaluada,Andes,2000m,2800m
7402,Magnolidae,PIPERACEAE,Piper,Piper jaboncillanum,,Arbusto,Nativa,No Evaluada,Andes,800m,1500m
7403,Magnolidae,PIPERACEAE,Piper,Piper japurense,,Arbusto,Nativa,No Evaluada,Amazonia,80m,400m
7404,Magnolidae,PIPERACEAE,Piper,Piper javariense,,Arbusto,Nativa,No Evaluada,Amazonia,200m,300m
7405,Magnolidae,PIPERACEAE,Piper,Piper jericoense,,Arbusto,Nativa,No Evaluada,Andes  Valle del Magdalena,650m,2000m
7406,Magnolidae,PIPERACEAE,Piper,Piper la-doradense,,Arbusto,Nativa,No Evaluada,Valle del Magdalena,400m,400m
7407,Magnolidae,PIPERACEAE,Piper,Piper lacunosum,,Arbusto  Arbolito,Nativa,No Evaluada,Andes,600m,2800m
7408,Magnolidae,PIPERACEAE,Piper,Piper laevigatum,Piper enckea C.DC.,Arbusto,Nativa,No Evaluada,Amazonia  Orinoquia  Valle del Magdalena,80m,300m
7409,Magnolidae,PIPERACEAE,Piper,Piper laguna-cochanum,,Arbusto,Nativa,No Evaluada,Andes,2650m,2850m
7410,Magnolidae,PIPERACEAE,Piper,Piper lagunaense,,Arbusto,Nativa,No Evaluada,Andes,1250m,2100m
7411,Magnolidae,PIPERACEAE,Piper,Piper lanceifolium,Piper lanceifolium var. acutiusculum C.DC.  Piper lanceifolium var. latifolium Sodiro,Arbusto,Nativa,Preocupacion Menor,Andes,50m,2650m
7412,Magnolidae,PIPERACEAE,Piper,Piper lawrancei,,Arbusto,Nativa,No Evaluada,Andes  Valle del Magdalena,790m,1050m
7413,Magnolidae,PIPERACEAE,Piper,Piper lenticellosum,,Arbusto  Liana,Nativa,No Evaluada,Andes  Pacifico  Valle del Magdalena,0m,2380m
7414,Magnolidae,PIPERACEAE,Piper,Piper leticianum,,Arbusto,Nativa,No Evaluada,Amazonia,80m,260m
7415,Magnolidae,PIPERACEAE,Piper,Piper leucostachyum,,Arbusto,Nativa,No Evaluada,Andes,2000m,2560m
7416,Magnolidae,PIPERACEAE,Piper,Piper lineativillosum,,Arbusto,Nativa,No Evaluada,Andes  Pacifico,50m,1850m
7417,Magnolidae,PIPERACEAE,Piper,Piper littlei,,Arbusto,Nativa,No Evaluada,Andes,2250m,2250m
7418,Magnolidae,PIPERACEAE,Piper,Piper littorale,,Arbusto  Arbolito,Nativa,No Evaluada,Pacifico,0m,100m
7419,Magnolidae,PIPERACEAE,Piper,Piper longiauriculatum,,Arbusto,Nativa,No Evaluada,Pacifico,1000m,1000m
7420,Magnolidae,PIPERACEAE,Piper,Piper longispicum,,Arbusto  Arbolito,Nativa,No Evaluada,Andes  Pacifico,100m,2100m
7421,Magnolidae,PIPERACEAE,Piper,Piper losoense,,Arbusto,Nativa,No Evaluada,Andes,2000m,2600m
7422,Magnolidae,PIPERACEAE,Piper,Piper lunulibracteatum,,Arbolito,Nativa,No Evaluada,Andes,1800m,1960m
7423,Magnolidae,PIPERACEAE,Piper,Piper macerispicum,,Arbusto  Trepadora,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena,110m,400m
7424,Magnolidae,PIPERACEAE,Piper,Piper macrotrichum,,Arbusto,Nativa,No Evaluada,Amazonia  Andes,100m,1000m
7425,Magnolidae,PIPERACEAE,Piper,Piper maranyonense,Piper rotundistipulum Trel. & Yunck.,Arbusto,Nativa,No Evaluada,Amazonia  Andes  Pacifico,200m,600m
7426,Magnolidae,PIPERACEAE,Piper,Piper marequitense,Piper paezanum C.DC.,Arbusto,Nativa,No Evaluada,Andes,1400m,1400m
7427,Magnolidae,PIPERACEAE,Piper,Piper marginatum,Piper anisatum Kunth  Piper niceforoi Trel. & Yunck.,Arbusto  Arbolito,Nativa,Preocupacion Menor,Amazonia  Andes  Guayana y Serrania de La Macarena  Llanura del Caribe  Orinoquia  Pacifico  Sierra Nevada de Santa Marta  Valle del Magdalena,0m,2350m
7428,Magnolidae,PIPERACEAE,Piper,Piper medinaense,,Arbusto,Nativa,No Evaluada,Andes  Orinoquia,410m,760m
7429,Magnolidae,PIPERACEAE,Piper,Piper medium,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes  Llanura del Caribe  Valle del Cauca  Valle del Magdalena,450m,1250m
7430,Magnolidae,PIPERACEAE,Piper,Piper melanocladum,,Arbusto,Nativa,No Evaluada,Andes  Pacifico  Valle del Magdalena,0m,820m
7431,Magnolidae,PIPERACEAE,Piper,Piper miguel-conejoanum,,Arbusto,Nativa,No Evaluada,Amazonia  Andes  Pacifico,300m,1750m
7432,Magnolidae,PIPERACEAE,Piper,Piper mituense,,Arbusto,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena,200m,200m
7433,Magnolidae,PIPERACEAE,Piper,Piper mocoanum,,Arbusto,Nativa,No Evaluada,Andes,1750m,2600m
7434,Magnolidae,PIPERACEAE,Piper,Piper molliusculum,,Arbusto,Nativa,No Evaluada,Andes,1350m,1350m
7435,Magnolidae,PIPERACEAE,Piper,Piper montanum,,Arbusto  Arbolito  Ìrbol,Nativa,No Evaluada,Andes,2200m,3200m
7436,Magnolidae,PIPERACEAE,Piper,Piper morelianum,,Arbusto,Nativa,No Evaluada,Amazonia,300m,300m
7437,Magnolidae,PIPERACEAE,Piper,Piper moscopanense,,Arbusto,Nativa,No Evaluada,Andes,2100m,2900m
7438,Magnolidae,PIPERACEAE,Piper,Piper munchanum,,Arbusto  Arbolito,Nativa,No Evaluada,Andes  Pacifico  Sierra Nevada de Santa Marta  Valle del Magdalena,0m,2240m
7439,Magnolidae,PIPERACEAE,Piper,Piper musteum,,Arbusto,Nativa,No Evaluada,Andes,620m,1400m
7440,Magnolidae,PIPERACEAE,Piper,Piper narinoense,,Arbusto,Nativa,No Evaluada,Andes  Pacifico,50m,1300m
7441,Magnolidae,PIPERACEAE,Piper,Piper nigrispicum,,Arbusto,Nativa,No Evaluada,Amazonia,250m,250m
7442,Magnolidae,PIPERACEAE,Piper,Piper nubigenum,,Arbusto,Nativa,No Evaluada,Andes,2500m,3170m
7443,Magnolidae,PIPERACEAE,Piper,Piper obliquum,Piper arbelaezii Trel. & Yunck.  Piper arbelaezii var. flavibracteum Trel. & Yunck.  Piper arbelaezii var. subglabrirameum Yunck.  Piper caracasanum Link  Piper caudefactum Trel. & Yunck.  Piper decorticans Trel. & Yunck.  Piper el-metanum Trel. & Yunck.  Piper fonteboanum Yunck.  Piper infidele Trel. & Yunck.  Piper mandinganum Trel. & Yunck.  Piper molanoi Trel. & Yunck.  Piper nobile C.DC.  Piper nudibracteatum C.DC.  Piper nudibracteatum var. micropuberulum Trel. & Yunck.  Piper nudibracteatum var. pubescens Trel. & Yunck.  Piper pendentispicum Trel. & Yunck.  Piper pendentispicum var. tejamesmeanum Trel. & Yunck.  Piper pennellii Trel. & Yunck.  Piper pseudonobile C.DC.  Piper puberulibracteum C.DC.  Piper sasaimanum Yunck.  Piper spoliatum Trel. & Yunck.  Piper statum Trel. & Yunck.,Arbusto,Nativa,Preocupacion Menor,Amazonia  Andes  Orinoquia  Pacifico  Sierra Nevada de Santa Marta  Valle del Magdalena,80m,3000m
7444,Magnolidae,PIPERACEAE,Piper,Piper oblongum,Artanthe oblonga (Kunth) Miq.  Piper pilinervium C.DC.,Hierba  Arbusto,Nativa,No Evaluada,Andes  Orinoquia  Valle del Magdalena,420m,750m
7445,Magnolidae,PIPERACEAE,Piper,Piper obrutum,,Arbusto,Nativa,No Evaluada,Andes  Valle del Magdalena,530m,1500m
7446,Magnolidae,PIPERACEAE,Piper,Piper obumbratum,,Arbusto,Nativa,No Evaluada,Amazonia,150m,250m
7447,Magnolidae,PIPERACEAE,Piper,Piper otophorum,,Hierba  Arbusto,Nativa,No Evaluada,Andes  Pacifico,0m,1750m
7448,Magnolidae,PIPERACEAE,Piper,Piper ottoniifolium,Piper ledezmae Trel. & Yunck.  Piper ottoniifolium var. frutescens Trel. & Yunck.,Arbusto,Nativa,No Evaluada,Andes  Pacifico  Valle del Magdalena,0m,1000m
7449,Magnolidae,PIPERACEAE,Piper,Piper palestinanum,,Arbusto,Nativa,No Evaluada,Pacifico,5m,50m
7450,Magnolidae,PIPERACEAE,Piper,Piper paludosum,Piper sipenanum Trel. & Yunck.,Arbusto,Nativa,No Evaluada,Amazonia,400m,400m
7451,Magnolidae,PIPERACEAE,Piper,Piper pamploanum,,Arbusto,Nativa,No Evaluada,Andes,2800m,2900m
7452,Magnolidae,PIPERACEAE,Piper,Piper papillicaule,,Arbusto,Nativa,No Evaluada,Amazonia,250m,400m
7453,Magnolidae,PIPERACEAE,Piper,Piper parcum,,Arbusto,Nativa,No Evaluada,Andes,1600m,1800m
7454,Magnolidae,PIPERACEAE,Piper,Piper paulowniifolium,,Arbusto,Nativa,No Evaluada,Andes  Pacifico  Valle del Magdalena,0m,1000m
7455,Magnolidae,PIPERACEAE,Piper,Piper peltatum,Pothomorphe peltata (L.) Miq.  Pothomorphe peltata var. colombiana (C.DC.) Trel. & Yunck.,Hierba  Subarbusto  Arbusto,Nativa,Preocupacion Menor,Amazonia  Andes  Guayana y Serrania de La Macarena  Llanura del Caribe  Pacifico  Sierra Nevada de Santa Marta  Valle del Magdalena,0m,2200m
7456,Magnolidae,PIPERACEAE,Piper,Piper penyasense,Piper pernodosum Yunck.,Arbusto,Nativa,No Evaluada,Andes  Pacifico  Valle del Magdalena,50m,2200m
7457,Magnolidae,PIPERACEAE,Piper,Piper perbrevispicum,,Arbusto,Nativa,No Evaluada,Pacifico,0m,500m
7458,Magnolidae,PIPERACEAE,Piper,Piper perciliatum,,Arbusto,Nativa,No Evaluada,Guayana y Serrania de La Macarena,120m,200m
7459,Magnolidae,PIPERACEAE,Piper,Piper perstipulare,,Arbusto,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena,80m,200m
7460,Magnolidae,PIPERACEAE,Piper,Piper pertomentellum,,Arbusto,Nativa,No Evaluada,Andes,1000m,1500m
7461,Magnolidae,PIPERACEAE,Piper,Piper perverrucosum,,Arbusto  Arbolito,Nativa,No Evaluada,Andes,1500m,2350m
7462,Magnolidae,PIPERACEAE,Piper,Piper pervulsum,,Arbusto,Nativa,No Evaluada,Andes,1500m,1500m
7463,Magnolidae,PIPERACEAE,Piper,Piper petiolare,,Arbusto,Nativa,No Evaluada,Andes,2600m,2600m
7464,Magnolidae,PIPERACEAE,Piper,Piper phytolaccifolium,,Arbusto,Nativa,No Evaluada,Amazonia  Llanura del Caribe  Orinoquia  Pacifico,0m,1300m
7465,Magnolidae,PIPERACEAE,Piper,Piper piedecuestanum,,Subarbusto  Arbusto,Nativa,No Evaluada,Andes  Valle del Magdalena,420m,980m
7466,Magnolidae,PIPERACEAE,Piper,Piper pilibracteum,,Arbusto,Nativa,No Evaluada,Andes,1500m,1900m
7467,Magnolidae,PIPERACEAE,Piper,Piper piluliferum,,Subarbusto  Arbusto,Nativa,No Evaluada,Andes,1200m,2150m
7468,Magnolidae,PIPERACEAE,Piper,Piper pinaresanum,,Arbusto  Trepadora,Nativa,No Evaluada,Andes,2300m,2900m
7469,Magnolidae,PIPERACEAE,Piper,Piper pinuna-negroense,,Arbusto,Nativa,No Evaluada,Amazonia  Andes,240m,900m
7470,Magnolidae,PIPERACEAE,Piper,Piper piojoanum,Artanthe barclayana Miq.  Piper hirsutum var. barclayanum (Miq.) C.DC.,Arbusto,Nativa,No Evaluada,Llanura del Caribe,60m,60m
7471,Magnolidae,PIPERACEAE,Piper,Piper piscatorum,,Arbusto,Nativa,No Evaluada,Guayana y Serrania de La Macarena  Orinoquia,80m,110m
7472,Magnolidae,PIPERACEAE,Piper,Piper pitalitoense,,Arbusto,Nativa,No Evaluada,Andes,1300m,2300m
7473,Magnolidae,PIPERACEAE,Piper,Piper pittieri,,Arbusto,Nativa,No Evaluada,Andes,3200m,3200m
7474,Magnolidae,PIPERACEAE,Piper,Piper planitiei,,Arbusto,Nativa,No Evaluada,Andes  Orinoquia,500m,500m
7475,Magnolidae,PIPERACEAE,Piper,Piper popayanense,Piper fuligineum var. laevifolium C.DC.,Arbusto,Nativa,No Evaluada,Andes,800m,2000m
7476,Magnolidae,PIPERACEAE,Piper,Piper poporense,,Arbusto  Arbolito,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena,240m,450m
7477,Magnolidae,PIPERACEAE,Piper,Piper portobellense,,Arbusto,Nativa,No Evaluada,Valle del Magdalena,110m,150m
7478,Magnolidae,PIPERACEAE,Piper,Piper potamophilum,,Arbusto,Nativa,No Evaluada,Pacifico,10m,10m
7479,Magnolidae,PIPERACEAE,Piper,Piper praesagium,,Arbusto,Nativa,No Evaluada,Pacifico,5m,310m
7480,Magnolidae,PIPERACEAE,Piper,Piper protracticuspidatum,,Arbusto,Nativa,No Evaluada,Andes  Valle del Magdalena,350m,1200m
7481,Magnolidae,PIPERACEAE,Piper,Piper provulgatum,,Arbusto,Nativa,No Evaluada,Andes,1500m,2000m
7482,Magnolidae,PIPERACEAE,Piper,Piper prunifolium,Piper fendlerianum C.DC.,Arbusto,Nativa,No Evaluada,Andes,1000m,3250m
7483,Magnolidae,PIPERACEAE,Piper,Piper pseudofuligineum,Piper obaldianum C.DC.  Piper pallidibracteum C.DC.  Piper taboganum C.DC.,Arbusto,Nativa,No Evaluada,Andes  Llanura del Caribe  Pacifico  Valle del Cauca,0m,1800m
7484,Magnolidae,PIPERACEAE,Piper,Piper pseudogaragaranum,,Arbusto,Nativa,No Evaluada,Pacifico,300m,600m
7485,Magnolidae,PIPERACEAE,Piper,Piper pseudopopayanense,,Arbusto,Nativa,No Evaluada,Andes,1600m,2700m
7486,Magnolidae,PIPERACEAE,Piper,Piper pseudovariabile,,Arbusto,Nativa,No Evaluada,Pacifico  Valle del Magdalena,0m,500m
7487,Magnolidae,PIPERACEAE,Piper,Piper psilostachyum,Artanthe psilostachya (Kunth) Miq.,Arbusto,Nativa,No Evaluada,Valle del Magdalena,80m,80m
7488,Magnolidae,PIPERACEAE,Piper,Piper pulchrum,,Arbusto  Ìrbol,Nativa,No Evaluada,Andes,500m,2440m
7489,Magnolidae,PIPERACEAE,Piper,Piper puraceanum,,Ìrbol,Nativa,No Evaluada,Andes,2700m,3300m
7490,Magnolidae,PIPERACEAE,Piper,Piper purdiei,,Arbusto,Nativa,No Evaluada,Sierra Nevada de Santa Marta,1980m,1980m
7491,Magnolidae,PIPERACEAE,Piper,Piper purulentum,,Arbusto,Nativa,No Evaluada,Andes,2300m,2500m
7492,Magnolidae,PIPERACEAE,Piper,Piper pustulatum,,Arbusto,Nativa,No Evaluada,Pacifico,5m,5m
7493,Magnolidae,PIPERACEAE,Piper,Piper putumayoense,,Arbusto,Nativa,No Evaluada,Amazonia  Andes,230m,750m
7494,Magnolidae,PIPERACEAE,Piper,Piper raizudoanum,,Hierba  Arbusto,Nativa,No Evaluada,Andes  Valle del Magdalena,100m,1150m
7495,Magnolidae,PIPERACEAE,Piper,Piper ramosense,,Arbusto  Arbolito,Nativa,No Evaluada,Andes,2720m,3200m
7496,Magnolidae,PIPERACEAE,Piper,Piper reticulatum,Piper discophorum C.DC.,Arbusto  Ìrbol,Nativa,Preocupacion Menor,Amazonia  Andes  Llanura del Caribe  Pacifico  Valle del Magdalena,0m,1150m
7497,Magnolidae,PIPERACEAE,Piper,Piper riocajambrense,,Arbusto,Nativa,No Evaluada,Pacifico,5m,80m
7498,Magnolidae,PIPERACEAE,Piper,Piper riocauchosanum,,Arbusto,Nativa,No Evaluada,Andes,1400m,2270m
7499,Magnolidae,PIPERACEAE,Piper,Piper riozulianum,,Arbusto,Nativa,No Evaluada,Llanura del Caribe,300m,2400m
7500,Magnolidae,PIPERACEAE,Piper,Piper roblalense,,Arbusto,Nativa,No Evaluada,Andes,2000m,2870m
7501,Magnolidae,PIPERACEAE,Piper,Piper robleanum,,Arbusto,Nativa,No Evaluada,Andes,1500m,1500m
7502,Magnolidae,PIPERACEAE,Piper,Piper rude,Artanthe rudis (Kunth) Miq.  Schilleria rudis (Kunth) Kunth,Arbusto,Nativa,No Evaluada,Andes,1500m,1500m
7503,Magnolidae,PIPERACEAE,Piper,Piper rusticum,,Arbusto,Nativa,No Evaluada,,m,m
7504,Magnolidae,PIPERACEAE,Piper,Piper sabaletasanum,,Ìrbol,Nativa,No Evaluada,Pacifico,25m,25m
7505,Magnolidae,PIPERACEAE,Piper,Piper sacchamatesense,,Arbusto,Nativa,No Evaluada,Andes,1600m,2000m
7506,Magnolidae,PIPERACEAE,Piper,Piper salentoi,,Arbusto,Nativa,No Evaluada,Andes,1600m,2400m
7507,Magnolidae,PIPERACEAE,Piper,Piper salgaranum,,Arbusto,Nativa,No Evaluada,Andes  Valle del Magdalena,450m,1500m
7508,Magnolidae,PIPERACEAE,Piper,Piper sanandresense,,Arbusto,Nativa,No Evaluada,Andes,1800m,2380m
7509,Magnolidae,PIPERACEAE,Piper,Piper sancti-felicis,,Arbusto,Nativa,No Evaluada,Andes  Pacifico  Valle del Magdalena,0m,1500m
7510,Magnolidae,PIPERACEAE,Piper,Piper sanmartinense,,Arbusto,Nativa,No Evaluada,,2000m,2500m
7511,Magnolidae,PIPERACEAE,Piper,Piper sanvicentense,,Arbusto,Nativa,No Evaluada,Andes,2500m,2700m
7512,Magnolidae,PIPERACEAE,Piper,Piper sararense,,Arbusto,Nativa,No Evaluada,Andes,2150m,2250m
7513,Magnolidae,PIPERACEAE,Piper,Piper savanense,,Arbusto,Nativa,No Evaluada,Andes,1600m,2600m
7514,Magnolidae,PIPERACEAE,Piper,Piper scabridulilimbum,,Arbusto,Nativa,No Evaluada,Andes,1500m,1800m
7515,Magnolidae,PIPERACEAE,Piper,Piper schiedeanum,Piper carrilloanum C.DC.,Arbusto  Arbolito,Nativa,No Evaluada,Andes  Pacifico  Valle del Magdalena,100m,1500m
7516,Magnolidae,PIPERACEAE,Piper,Piper scobinifolium,,Arbusto,Nativa,No Evaluada,Andes,1800m,2500m
7517,Magnolidae,PIPERACEAE,Piper,Piper scutilimbum,,Arbusto,Nativa,No Evaluada,Andes  Sierra Nevada de Santa Marta,550m,1500m
7518,Magnolidae,PIPERACEAE,Piper,Piper secundum,Piper glabratum Kunth,Arbusto,Nativa,No Evaluada,Andes,1000m,1500m
7519,Magnolidae,PIPERACEAE,Piper,Piper seducentifolium,,Arbusto,Nativa,No Evaluada,Andes  Pacifico  Valle del Magdalena,0m,1000m
7520,Magnolidae,PIPERACEAE,Piper,Piper semitarium,,Arbusto,Nativa,No Evaluada,Andes,1500m,2000m
7521,Magnolidae,PIPERACEAE,Piper,Piper semperflorens,,Arbusto,Nativa,No Evaluada,Andes,800m,1300m
7522,Magnolidae,PIPERACEAE,Piper,Piper septuplinervium,Artanthe septuplinervia Miq.  Piper novo-granatense C.DC.,Arbusto,Nativa,No Evaluada,Andes  Pacifico,0m,1100m
7523,Magnolidae,PIPERACEAE,Piper,Piper setosum,,Arbusto,Nativa,No Evaluada,Andes  Pacifico,900m,1650m
7524,Magnolidae,PIPERACEAE,Piper,Piper silvaense,,Arbusto,Nativa,No Evaluada,Pacifico,5m,280m
7525,Magnolidae,PIPERACEAE,Piper,Piper sneidernii,,Arbusto  Trepadora,Nativa,No Evaluada,Andes  Pacifico,80m,800m
7526,Magnolidae,PIPERACEAE,Piper,Piper sociorum,,Arbusto,Nativa,No Evaluada,Pacifico,50m,100m
7527,Magnolidae,PIPERACEAE,Piper,Piper soledadense,,Arbusto,Nativa,No Evaluada,Amazonia  Guayana y Serrania de La Macarena  Pacifico,100m,250m
7528,Magnolidae,PIPERACEAE,Piper,Piper sphaeroides,,Hierba  Arbusto,Nativa,No Evaluada,Andes  Valle del Magdalena,800m,2330m
7529,Magnolidae,PIPERACEAE,Piper,Piper squamulosum,,Arbusto  Arbolito,Nativa,No Evaluada,Andes,1350m,1800m
7530,Magnolidae,PIPERACEAE,Piper,Piper striaticaule,,Arbusto,Nativa,No Evaluada,,1000m,1000m
7531,Magnolidae,PIPERACEAE,Piper,Piper subasperifolium,,Arbusto,Nativa,No Evaluada,Amazonia,150m,150m
7532,Magnolidae,PIPERACEAE,Piper,Piper subconcinnum,,Arbusto,Nativa,No Evaluada,Andes,2000m,2500m
7533,Magnolidae,PIPERACEAE,Piper,Piper subcrenulatum,,Arbusto,Nativa,No Evaluada,Sierra Nevada de Santa Marta,1650m,1800m
7534,Magnolidae,PIPERACEAE,Piper,Piper subfalcatum,,Arbusto,Nativa,No Evaluada,Amazonia,200m,300m
7535,Magnolidae,PIPERACEAE,Piper,Piper subflavum,Piper argillicola C.DC.  Piper espejuelanum C.DC.,Arbusto,Nativa,No Evaluada,Andes,1000m,2250m
7536,Magnolidae,PIPERACEAE,Piper,Piper subfrutescens,,Arbusto,Nativa,No Evaluada,Andes,1200m,1500m
7537,Magnolidae,PIPERACEAE,Piper,Piper subglabribracteatum,,Arbusto,Nativa,No Evaluada,Andes,1450m,1850m
7538,Magnolidae,PIPERACEAE,Piper,Piper subnitidum,,Hierba  Arbusto,Nativa,No Evaluada,Andes,1500m,1800m
7539,Magnolidae,PIPERACEAE,Piper,Piper subnudispicum,,Arbusto,Nativa,No Evaluada,Andes  Valle del Magdalena,500m,1000m
7540,Magnolidae,PIPERACEAE,Piper,Piper subtomentosum,,Ìrbol,Nativa,No Evaluada,Andes,2000m,2300m
7541,Magnolidae,PIPERACEAE,Piper,Piper subulatum,,Arbusto,Nativa,No Evaluada,Andes  Pacifico,50m,1600m
7542,Magnolidae,PIPERACEAE,Piper,Piper sucreense,,Arbusto,Nativa,No Evaluada,Andes,1200m,1350m
7543,Magnolidae,PIPERACEAE,Piper,Piper telembi,,Arbusto,Nativa,No Evaluada,Pacifico,100m,100m
7544,Magnolidae,PIPERACEAE,Piper,Piper tenue,,Arbusto,Nativa,No Evaluada,Orinoquia  Valle del Magdalena,80m,180m
7545,Magnolidae,PIPERACEAE,Piper,Piper tenuilimbum,,Arbusto  Trepadora  Hemiepifita,Nativa,No Evaluada,Andes  Pacifico,0m,1850m
7546,Magnolidae,PIPERACEAE,Piper,Piper tomas-albertoi,,Arbusto,Nativa,No Evaluada,Andes,1500m,2420m
7547,Magnolidae,PIPERACEAE,Piper,Piper tricuspe,Piper lanceolatum var. tricuspe (Miq.) C.DC.,Arbusto,Nativa y cultivada,No Evaluada,Pacifico,0m,215m
7548,Magnolidae,PIPERACEAE,Piper,Piper trigonum,Piper acutissimum Trel.  Piper arieianum C.DC.  Piper gorgonae-insulae Trel. & Yunck.  Piper saltuum C.DC.,Hierba  Arbusto,Nativa,Preocupacion Menor,Amazonia  Andes  Pacifico  Valle del Magdalena,0m,718m
